MatrixSize,NumProcesses,SequentialTime,ParallelTime
120,4,0.4119999408721924,0.1057013999998162
240,4,3.2585275173187256,0.8223479000007501
360,4,10.87513279914856,2.728284100001474
480,4,25.54176354408264,6.414796500001103
600,4,49.731292486190796,12.488355299999967
720,4,87.01122045516968,21.533734399999958
840,4,138.05590844154358,34.276265700002114
960,4,206.0903902053833,51.25549380000302
1200,4,408.11694288253784,100.37316160000046
1320,4,548.1577141284943,133.8742284
